id,c_fraccionarancelaria,descripcion
catalogos_fraccionarancelaria12095,85419099,Las demás.
catalogos_fraccionarancelaria12096,85423101,"Para televisión de alta definición que tengan más de 100,000 puertas."
catalogos_fraccionarancelaria12097,85423102,Circuitos integrados híbridos.
catalogos_fraccionarancelaria12098,85423199,Los demás.
catalogos_fraccionarancelaria12099,85423201,Circuitos integrados híbridos.
catalogos_fraccionarancelaria12100,85423299,Los demás.
catalogos_fraccionarancelaria12101,85423301,Circuitos integrados híbridos.
catalogos_fraccionarancelaria12102,85423399,Los demás.
catalogos_fraccionarancelaria12103,85423901,Circuitos integrados híbridos.
catalogos_fraccionarancelaria12104,85423999,Los demás.
catalogos_fraccionarancelaria12105,85429001,Partes.
catalogos_fraccionarancelaria12106,85431001,Derogada
catalogos_fraccionarancelaria12107,85431002,Aceleradores de partículas.
catalogos_fraccionarancelaria12108,85431099,Derogada
catalogos_fraccionarancelaria12109,85432001,Generadores de barrido.
catalogos_fraccionarancelaria12110,85432002,Reconocibles para naves aéreas. 
catalogos_fraccionarancelaria12111,85432003,"Generadores electrónicos de frecuencia de señalización, para centrales telefónicas."
catalogos_fraccionarancelaria12112,85432004,"Generadores de audiofrecuencia con distorsión armónica entre 0.3 y 0.1% o generadores de cuadros y/o fajas y/o puntos, para ajuste de aparatos de TV en blanco y negro y en color."
catalogos_fraccionarancelaria12113,85432005,"Generadores de señales de radio, audio, video o estéreo, excepto lo comprendido en las fracciones 8543.20.03 y 8543.20.04."
catalogos_fraccionarancelaria12114,85432099,Los demás.
catalogos_fraccionarancelaria12115,85433001,"Máquinas y aparatos de galvanoplastia, electrólisis o electroforesis."
catalogos_fraccionarancelaria12116,85437001,Electrificadores de cercas.
catalogos_fraccionarancelaria12117,85437002,Decodificadores de señales de teletexto.
catalogos_fraccionarancelaria12118,85437003,Retroalimentadores transistorizados (“Loop extender”).
catalogos_fraccionarancelaria12119,85437004,"Pulsadores o generadores de impulsos, destinados exclusivamente para el funcionamiento de cercos agropecuarios electrificados."
catalogos_fraccionarancelaria12120,85437005,Aparatos de control remoto que utilizan rayos infrarrojos para el comando a distancia de aparatos electrónicos.
catalogos_fraccionarancelaria12121,85437006,"Detectores de metales portátiles, excepto los localizadores de cables; detectores de metales a base de tubos o placas magnetizadas para utilizarse en bandas transportadoras."
catalogos_fraccionarancelaria12122,85437007,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12123,85437008,"Para electrocutar insectos voladores, mediante un sistema de rejillas electrizadas con voltaje elevado y que proyecte luz negra."
catalogos_fraccionarancelaria12124,85437009,"Dispositivos eléctricos para vehículos que accionen mecanismos elevadores para cristales, cajuelas, asientos o seguros de puertas."
catalogos_fraccionarancelaria12125,85437010,"Preamplificadores-mezcladores de 8 o más canales, aun cuando realicen otros efectos de audio."
catalogos_fraccionarancelaria12126,85437011,"Fuentes de alimentación y polarización, variables o fijas, para sistemas de recepción de microondas vía satélite."
catalogos_fraccionarancelaria12127,85437012,"Controles automáticos de velocidad, para uso automotriz."
catalogos_fraccionarancelaria12128,85437013,"Cabezales digitales electrónicos, con o sin dispositivo impresor."
catalogos_fraccionarancelaria12129,85437014,"Detectores de metales, excepto lo comprendido en la fracción 8543.70.06."
catalogos_fraccionarancelaria12130,85437015,"Amplificadores de bajo ruido, reconocibles como concebidos exclusivamente para sistemas de recepción de microondas vía satélite."
catalogos_fraccionarancelaria12131,85437016,Amplificadores de microondas.
catalogos_fraccionarancelaria12132,85437017,Ecualizadores.
catalogos_fraccionarancelaria12133,85437099,Los demás.
catalogos_fraccionarancelaria12134,85439001,Circuitos modulares.
catalogos_fraccionarancelaria12135,85439002,Microestructuras electrónicas.
catalogos_fraccionarancelaria12136,85439099,Las demás.
catalogos_fraccionarancelaria12137,85441101,De cobre.
catalogos_fraccionarancelaria12138,85441901,"De aluminio o sus aleaciones, con aislamiento a base de cualquier esmalte, con diámetro del conductor inferior o igual a 0.361 mm."
catalogos_fraccionarancelaria12139,85441999,Los demás.
catalogos_fraccionarancelaria12140,85442001,"Cables coaxiales, de uno o más conductores eléctricos, aislados y con funda de malla de metal, aun cuando vengan recubiertos de materias aislantes, con o sin mensajero de acero, con una impedancia de 50 a 75 ohms."
catalogos_fraccionarancelaria12141,85442002,"Cables coaxiales de uno o más conductores concéntricos, aislados, aun cuando vengan recubiertos de materias aislantes, con o sin mensajero de acero, con una impedancia de 50 a 75 ohms, excepto lo comprendido en la fracción 8544.20.01."
catalogos_fraccionarancelaria12142,85442003,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12143,85442099,Los demás.
catalogos_fraccionarancelaria12144,85443001,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12145,85443002,Arneses reconocibles como concebidos exclusivamente para uso automotriz.
catalogos_fraccionarancelaria12146,85443099,Los demás.
catalogos_fraccionarancelaria12147,85444201,"Formas de cables cortados y atados (arneses), para la conexión de centrales telefónicas."
catalogos_fraccionarancelaria12148,85444202,Cables termopar o sus cables de extensión.
catalogos_fraccionarancelaria12149,85444203,"Arneses y cables eléctricos, para conducción o distribución de corriente eléctrica en aparatos electrodomésticos o de medición."
catalogos_fraccionarancelaria12150,85444204,"De cobre, aluminio o sus aleaciones, excepto lo comprendido en las fracciones 8544.42.01 y 8544.42.03."
catalogos_fraccionarancelaria12151,85444205,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12152,85444299,Los demás.
catalogos_fraccionarancelaria12153,85444901,"Formas de cables cortados y atados (arneses), para la conexión de centrales telefónicas."
catalogos_fraccionarancelaria12154,85444902,Cables termopar o sus cables de extensión.
catalogos_fraccionarancelaria12155,85444903,"Cables eléctricos, para conducción o distribución de corriente eléctrica en aparatos electrodomésticos o de medición."
catalogos_fraccionarancelaria12156,85444904,"De cobre, aluminio o sus aleaciones, excepto lo comprendido en las fracciones 8544.49.01 y 8544.49.03."
catalogos_fraccionarancelaria12157,85444905,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12158,85444906,"Arneses eléctricos, para conducción o distribución de corriente eléctrica en aparatos electrodomésticos o de medición."
catalogos_fraccionarancelaria12159,85444999,Los demás.
catalogos_fraccionarancelaria12160,85446001,"De cobre, aluminio o sus aleaciones."
catalogos_fraccionarancelaria12161,85446099,Los demás.
catalogos_fraccionarancelaria12162,85447001,Cables de fibras ópticas.
catalogos_fraccionarancelaria12163,85451101,De los tipos utilizados en hornos.
catalogos_fraccionarancelaria12164,85451999,Los demás.
catalogos_fraccionarancelaria12165,85452001,Escobillas.
catalogos_fraccionarancelaria12166,85459001,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12167,85459002,"Pistas de carbón, para potenciómetros."
catalogos_fraccionarancelaria12168,85459099,Los demás.
catalogos_fraccionarancelaria12169,85461001,Tubulares.
catalogos_fraccionarancelaria12170,85461002,"Esbozos, en forma de campana, con diámetro igual o superior a 15 cm en la circunferencia mayor."
catalogos_fraccionarancelaria12171,85461003,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12172,85461099,Los demás.
catalogos_fraccionarancelaria12173,85462001,"Tubulares, excepto lo comprendido en la fracción 8546.20.05."
catalogos_fraccionarancelaria12174,85462002,De suspensión. 
catalogos_fraccionarancelaria12175,85462003,De porcelana o de esteatita para radio y televisión.
catalogos_fraccionarancelaria12176,85462004,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12177,85462005,"Tubo cilíndrico exterior, de porcelana, para fusible limitador de corriente, liso, con una longitud igual o superior a 100 mm pero inferior o igual a 600 mm."
catalogos_fraccionarancelaria12178,85462099,Los demás.
catalogos_fraccionarancelaria12179,85469001,Tubulares.
catalogos_fraccionarancelaria12180,85469002,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12181,85469003,"De resina, epóxica, no rígidos."
catalogos_fraccionarancelaria12182,85469099,Los demás.
catalogos_fraccionarancelaria12183,85471001,De porcelana para pasantes de transformadores de más de 132 kV.
catalogos_fraccionarancelaria12184,85471002,Zócalos de cerámica para válvulas electrónicas.
catalogos_fraccionarancelaria12185,85471003,"Carretes, para transformadores de potencia igual o superior a 5,000 kVA, excepto los de vermiculita."
catalogos_fraccionarancelaria12186,85471004,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12187,85471005,"Discos, tubos y otras formas de cerámica sin platear, reconocibles como concebidos exclusivamente para condensadores fijos o resistencias."
catalogos_fraccionarancelaria12188,85471006,"Elemento interno de fusible limitador de corriente, en forma cilíndrica o de estrella, de cerámica, con longitud igual o superior a 100 mm pero inferior o igual a 600 mm."
catalogos_fraccionarancelaria12189,85471099,Las demás.
catalogos_fraccionarancelaria12190,85472001,Carretes para transformadores de radio y televisión.
catalogos_fraccionarancelaria12191,85472002,Soportes separadores para válvulas electrónicas.
catalogos_fraccionarancelaria12192,85472003,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12193,85472099,Las demás.
catalogos_fraccionarancelaria12194,85479001,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12195,85479002,"Carretes, para transformadores de potencia igual o superior a 5,000 kVA."
catalogos_fraccionarancelaria12196,85479003,"Carretes y formas aislantes para bobinados de componentes telefónicos, con o sin insertos metálicos."
catalogos_fraccionarancelaria12197,85479004,Carretes para transformadores de radio y televisión. 
catalogos_fraccionarancelaria12198,85479005,"Espaciadores o separadores, para juegos de láminas de contacto, para equipos y aparatos telefónicos. "
catalogos_fraccionarancelaria12199,85479006,Soportes separadores para válvulas electrónicas. 
catalogos_fraccionarancelaria12200,85479007,"Con una o más perforaciones formadas por capas de: papel y resina fenólica, caucho y/o resinas plásticas artificiales."
catalogos_fraccionarancelaria12201,85479008,"Bujes, reconocibles como concebidos exclusivamente para transformadores y/o disyuntores."
catalogos_fraccionarancelaria12202,85479009,"Regletas o tiras para montaje de fusibles, para telefonía."
catalogos_fraccionarancelaria12203,85479010,"De mica para empleo en electrónica, excepto lo comprendido en la fracción 8547.90.06."
catalogos_fraccionarancelaria12204,85479011,De vidrio.
catalogos_fraccionarancelaria12205,85479012,"Tubos aisladores y sus piezas de unión, de metales comunes, aislados interiormente."
catalogos_fraccionarancelaria12206,85479099,Los demás.
catalogos_fraccionarancelaria12207,85481001,"Desperdicios y desechos de pilas, baterías de pilas o acumuladores, eléctricos; pilas, baterías de pilas y acumuladores, eléctricos, inservibles."
catalogos_fraccionarancelaria12208,85489001,"Circuitos modulares constituidos por componentes eléctricos y/o electrónicos sobre tablilla aislante con circuito impreso, consignados en cantidad no mayor a 5 (cinco) unidades por destinatario y/o importador, por cada importación."
catalogos_fraccionarancelaria12209,85489002,Reconocibles para naves aéreas.
catalogos_fraccionarancelaria12210,85489003,"Circuitos modulares constituidos por componentes eléctricos y/o electrónicos sobre tablilla aislante con circuito impreso, excepto lo comprendido en la fracción 8548.90.01."
catalogos_fraccionarancelaria12211,85489004,Microestructuras electrónicas.
catalogos_fraccionarancelaria12212,85489099,Los demás.
catalogos_fraccionarancelaria12213,86011001,De fuente externa de electricidad.
catalogos_fraccionarancelaria12214,86012001,De acumuladores eléctricos.
catalogos_fraccionarancelaria12215,86021001,Locomotoras Diesel-eléctricas.
catalogos_fraccionarancelaria12216,86029099,Los demás.
catalogos_fraccionarancelaria12217,86031001,De fuente externa de electricidad.
catalogos_fraccionarancelaria12218,86039099,Los demás.
catalogos_fraccionarancelaria12219,86040001,Vagones taller o vagones grúa.
catalogos_fraccionarancelaria12220,86040002,"Para la obtención de chatarra, cuando se importen por empresas fundidoras o laminadoras propietarias de hornos de fundición."
catalogos_fraccionarancelaria12221,86040099,Los demás.
catalogos_fraccionarancelaria12222,86050001,Coches de viajeros.
catalogos_fraccionarancelaria12223,86050099,Los demás.
catalogos_fraccionarancelaria12224,86061001,Vagones cisterna y similares.
catalogos_fraccionarancelaria12225,86063001,"Vagones de descarga automática, excepto los de la subpartida 8606.10."
catalogos_fraccionarancelaria12226,86069101,"Vagones isotérmicos, refrigerantes o frigoríficos, excepto los de la subpartida 8606.10."
catalogos_fraccionarancelaria12227,86069199,Los demás.
catalogos_fraccionarancelaria12228,86069201,"Abiertos, con pared fija de altura superior a 60 cm."
catalogos_fraccionarancelaria12229,86069999,Los demás.
catalogos_fraccionarancelaria12230,86071101,"Bojes y “bissels”, de tracción."
catalogos_fraccionarancelaria12231,86071299,Los demás bojes y “bissels”.
catalogos_fraccionarancelaria12232,86071901,"Ejes, cuando se importen para su relaminación o forjado, por empresas laminadoras o forjadoras, o para hornos de fundición."
catalogos_fraccionarancelaria12233,86071902,Ejes montados con sus ruedas.
catalogos_fraccionarancelaria12234,86071903,Ruedas.
catalogos_fraccionarancelaria12235,86071904,Llantas forjadas para ruedas de vagones.
catalogos_fraccionarancelaria12236,86071905,Llantas para ruedas de locomotoras.
catalogos_fraccionarancelaria12237,86071906,Partes de ejes o ruedas.
catalogos_fraccionarancelaria12238,86071999,Los demás.
catalogos_fraccionarancelaria12239,86072101,Frenos de aire.
catalogos_fraccionarancelaria12240,86072199,Los demás.
catalogos_fraccionarancelaria12241,86072999,Los demás.
catalogos_fraccionarancelaria12242,86073001,"Ganchos y demás sistemas de enganche, topes y sus partes."
catalogos_fraccionarancelaria12243,86079101,"Reconocibles como concebidas exclusivamente para locomotoras, excepto ejes, montados con sus ruedas, bojes, ruedas, llantas, forjadas para ruedas de locomotoras y chumaceras, inclusive."
catalogos_fraccionarancelaria12244,86079199,Las demás.
catalogos_fraccionarancelaria12245,86079999,Las demás.
catalogos_fraccionarancelaria12246,86080001,Material fijo de vías férreas o sus partes componentes.
catalogos_fraccionarancelaria12247,86080002,"Aparatos de señalización, seguridad, control, mando o sus partes componentes."
catalogos_fraccionarancelaria12248,86080003,Sistemas visuales indicadores de pendientes de aproximación.
catalogos_fraccionarancelaria12249,86080099,Los demás.
catalogos_fraccionarancelaria12250,86090001,Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.
catalogos_fraccionarancelaria12251,87011001,Motocultores.
catalogos_fraccionarancelaria12252,87012001,"Tractores de carretera para semirremolques, excepto lo comprendido en la fracción 8701.20.02."
catalogos_fraccionarancelaria12253,87012002,Usados.
catalogos_fraccionarancelaria12254,87013001,"Tractores de orugas con potencia al volante del motor igual o superior a 105 C.P. sin exceder de 380 C.P., medida a 1900 RPM, incluso con hoja empujadora."
catalogos_fraccionarancelaria12255,87013099,Los demás.
catalogos_fraccionarancelaria12256,87019001,"Tractores de ruedas con toma de fuerza o enganche de tres puntos, para acoplamiento de implementos agrícolas, excepto lo comprendido en las fracciones 8701.90.03, 8701.90.05, 8701.90.06 y 8701.90.08."
catalogos_fraccionarancelaria12257,87019002,"Tractores para vías férreas, provistos de aditamento de ruedas con neumáticos accionados mecánicamente para rodarlos sobre pavimento."
catalogos_fraccionarancelaria12258,87019003,"Tractores de ruedas con toma de fuerza o enganche de tres puntos, para acoplamiento de implementos agrícolas cuyo número de serie o modelo sea al menos 2 años anterior al vigente."
catalogos_fraccionarancelaria12259,87019004,"Tractores sobre bandas de hule, dotados de toma de fuerza para el acoplamiento de implementos agrícolas."
catalogos_fraccionarancelaria12260,87019005,"Tractores de ruedas con toma de fuerza o enganche de tres puntos, para acoplamiento de implementos agrícolas, con potencia igual o superior a 140 H.P. pero inferior o igual a 180 H.P., transmisión manual y tablero de instrumentos analógico, excepto lo comprendido en la fracción 8701.90.03."
catalogos_fraccionarancelaria12261,87019006,"Tractores de ruedas con toma de fuerza o enganche de tres puntos, para acoplamiento de implementos agrícolas, con potencia igual o superior a 106 H.P. pero inferior o igual a 140 H.P., con cabina con aire acondicionado y transmisión syncroplus o powerquad, excepto lo comprendido en la fracción 8701.90.03."
catalogos_fraccionarancelaria12262,87019007,"Tractores de ruedas con toma de fuerza o enganche de tres puntos, para acoplamiento de implementos agrícolas, incompletos o sin terminar, con transmisión manual sincronizada de 12 por 12 e inversor de marcha, que no incorpore al menos nueve de los siguientes elementos: el conjunto de rines, toldo, brazos de levante, contrapesos, tubo de escape, eje delantero, soporte frontal, radiador, salpicaduras, barra de tiro, horquilla barra de tiro, escalón y soportes, excepto lo comprendido en las fracciones, 8701.90.03, 8701.90.05 y 8701.90.06."
catalogos_fraccionarancelaria12263,87019008,"Tractores de ruedas con toma de fuerza o enganche de tres puntos, para acoplamiento de implementos agrícolas, con potencia igual o superior a 32 HP pero inferior o igual a 53HP."
catalogos_fraccionarancelaria12264,87019099,Los demás.
catalogos_fraccionarancelaria12265,87021001,"Con carrocería montada sobre chasis, excepto lo comprendido en las fracciones 8702.10.03 y 8702.10.05."
catalogos_fraccionarancelaria12266,87021002,"Con carrocería integral, excepto lo comprendido en las fracciones 8702.10.04 y 8702.10.05."
catalogos_fraccionarancelaria12267,87021003,"Para el transporte de 16 o más personas, incluyendo el conductor, con carrocería montada sobre chasis, excepto lo comprendido en la fracción 8702.10.05."
catalogos_fraccionarancelaria12268,87021004,"Para el transporte de 16 o más personas, incluyendo el conductor, con carrocería integral, excepto lo comprendido en la fracción 8702.10.05."
catalogos_fraccionarancelaria12269,87021005,Usados.
catalogos_fraccionarancelaria12270,87029001,"Trolebuses, excepto usados."
catalogos_fraccionarancelaria12271,87029002,"Con carrocería montada sobre chasis, excepto locomprendido en las fracciones 8702.90.04 y 8702.90.06."
catalogos_fraccionarancelaria12272,87029003,"Con carrocería integral, excepto lo comprendido en las fracciones 8702.90.05 y 8702.90.06."
catalogos_fraccionarancelaria12273,87029004,"Para el transporte de 16 o más personas, incluyendo el conductor, con carrocería montada sobre chasis, excepto lo comprendido en la fracción 8702.90.06."
catalogos_fraccionarancelaria12274,87029005,"Para el transporte de 16 o más personas, incluyendo el conductor, con carrocería integral, excepto lo comprendido en la fracción 8702.90.06."
catalogos_fraccionarancelaria12275,87029006,"Usados, excepto lo comprendido en las fracciones arancelarias 8702.90.01 y 8702.90.08."
catalogos_fraccionarancelaria12276,87029007,"Eléctricos, excepto usados."
catalogos_fraccionarancelaria12277,87029008,Trolebuses usados.
catalogos_fraccionarancelaria12278,87031001,"Con motor eléctrico, excepto los comprendidos en las fracciones 8703.10.02 y 8703.10.03."
catalogos_fraccionarancelaria12279,87031002,Vehículos especiales para el transporte de personas en terrenos de golf.
catalogos_fraccionarancelaria12280,87031003,Derogada
catalogos_fraccionarancelaria12281,87031099,Los demás.
catalogos_fraccionarancelaria12282,87032101,"Motociclos de tres ruedas (trimotos) que presenten una dirección tipo automóvil o, al mismo tiempo, diferencial y reversa; motociclos de cuatro ruedas (cuadrimotos) con dirección tipo automóvil."
catalogos_fraccionarancelaria12283,87032102,"Usados, excepto lo comprendido en la fracción 8703.21.01."
catalogos_fraccionarancelaria12284,87032199,Los demás.
catalogos_fraccionarancelaria12285,87032201,"De cilindrada superior a 1,000 cm3 pero inferior o igual a 1,500 cm3, excepto lo comprendido en la fracción 8703.22.02."
catalogos_fraccionarancelaria12286,87032202,Usados.
catalogos_fraccionarancelaria12287,87032301,"De cilindrada superior a 1,500 cm3 pero inferior o igual a 3,000 cm3, excepto lo comprendido en la fracción 8703.23.02."
catalogos_fraccionarancelaria12288,87032302,Usados.
catalogos_fraccionarancelaria12289,87032401,"De cilindrada superior a 3,000 cm3, excepto lo comprendido en la fracción 8703.24.02."
catalogos_fraccionarancelaria12290,87032402,Usados.
catalogos_fraccionarancelaria12291,87033101,"De cilindrada inferior o igual a 1,500 cm3, excepto lo comprendido en la fracción 8703.31.02."
catalogos_fraccionarancelaria12292,87033102,Usados.
catalogos_fraccionarancelaria12293,87033201,"De cilindrada superior a 1,500 cm3 pero inferior o igual a 2,500 cm3, excepto lo comprendido en la fracción 8703.32.02."
catalogos_fraccionarancelaria12294,87033202,Usados.
catalogos_fraccionarancelaria12295,87033301,"De cilindrada superior a 2,500 cm3, excepto lo comprendido en la fracción 8703.33.02."
catalogos_fraccionarancelaria12296,87033302,Usados.
catalogos_fraccionarancelaria12297,87039001,"Eléctricos, excepto usados."
catalogos_fraccionarancelaria12298,87039002,"Usados, excepto eléctricos."
catalogos_fraccionarancelaria12299,87039003,Eléctricos usados.
catalogos_fraccionarancelaria12300,87039099,Los demás.
catalogos_fraccionarancelaria12301,87041001,"Tipo “Dumpers” con capacidad útil de carga superior a 30,000 kg."
catalogos_fraccionarancelaria12302,87041099,Los demás.
catalogos_fraccionarancelaria12303,87042101,"Acarreadores de escoria, excepto para la recolección de basura doméstica."
catalogos_fraccionarancelaria12304,87042102,"De peso total con carga máxima inferior o igual a 2,721 kg, excepto lo comprendido en la fracción 8704.21.04."
catalogos_fraccionarancelaria12305,87042103,"De peso total con carga máxima superior a 2,721 kg, pero inferior o igual a 4,536 kg, excepto lo comprendido en la fracción 8704.21.04."
catalogos_fraccionarancelaria12306,87042104,"Usados, excepto lo comprendido en la fracción 8704.21.01."
catalogos_fraccionarancelaria12307,87042199,Los demás.
catalogos_fraccionarancelaria12308,87042201,"Acarreadores de escoria, excepto para la recolección de basura doméstica."
catalogos_fraccionarancelaria12309,87042202,"De peso total con carga máxima superior o igual a 5,000 kg, pero inferior o igual a 6,351 kg, excepto lo comprendido en la fracción 8704.22.07."
catalogos_fraccionarancelaria12310,87042203,"De peso total con carga máxima superior a 6,351 kg, pero inferior o igual a 7,257 kg, excepto lo comprendido en la fracción 8704.22.07."
catalogos_fraccionarancelaria12311,87042204,"De peso total con carga máxima superior a 7,257 kg, pero inferior o igual a 8,845 kg, excepto lo comprendido en la fracción 8704.22.07."
catalogos_fraccionarancelaria12312,87042205,"De peso total con carga máxima superior a 8,845 kg, pero inferior o igual a 11,793 kg, excepto locomprendido en la fracción 8704.22.07."
catalogos_fraccionarancelaria12313,87042206,"De peso total con carga máxima superior a 11,793 kg, pero inferior o igual a 14,968 kg, excepto locomprendido en la fracción 8704.22.07."
catalogos_fraccionarancelaria12314,87042207,"Usados, excepto lo comprendido en la fracción 8704.22.01."
catalogos_fraccionarancelaria12315,87042299,Los demás.
catalogos_fraccionarancelaria12316,87042301,Acarreadores de escoria.
catalogos_fraccionarancelaria12317,87042302,"Usados, excepto lo comprendido en la fracción 8704.23.01."
catalogos_fraccionarancelaria12318,87042399,Los demás.
catalogos_fraccionarancelaria12319,87043101,"Acarreadores de escoria, excepto para la recolección de basura doméstica."
catalogos_fraccionarancelaria12320,87043102,"Motociclos de tres ruedas (trimotos) que presenten una dirección tipo automóvil o, al mismo tiempo, diferencial y reversa; motociclos de cuatro ruedas (cuadrimotos) con dirección tipo automóvil."
catalogos_fraccionarancelaria12321,87043103,"De peso total con carga máxima superior a 2,721 kg, pero inferior o igual a 4,536 kg, excepto lo comprendido en la fracción 8704.31.05."
catalogos_fraccionarancelaria12322,87043104,Derogada
catalogos_fraccionarancelaria12323,87043105,"Usados, excepto lo comprendido en las fracciones 8704.31.01 y 8704.31.02."
catalogos_fraccionarancelaria12324,87043199,Los demás.
catalogos_fraccionarancelaria12325,87043201,"Acarreadores de escoria, excepto para la recolección de basura doméstica."
catalogos_fraccionarancelaria12326,87043202,"De peso total con carga máxima superior o igual a 5,000 kg, pero inferior o igual a 6,351 kg, excepto locomprendido en la fracción 8704.32.07."
catalogos_fraccionarancelaria12327,87043203,"De peso total con carga máxima superior a 6,351 kg, pero inferior o igual a 7,257 kg, excepto lo comprendido en la fracción 8704.32.07."
catalogos_fraccionarancelaria12328,87043204,"De peso total con carga máxima superior a 7,257 kg, pero inferior o igual a 8,845 kg, excepto lo comprendido en la fracción 8704.32.07."
catalogos_fraccionarancelaria12329,87043205,"De peso total con carga máxima superior a 8,845 kg, pero inferior o igual a 11,793 kg, excepto lo comprendido en la fracción 8704.32.07."
catalogos_fraccionarancelaria12330,87043206,"De peso total con carga máxima superior a 11,793 kg, pero inferior o igual a 14,968 kg, excepto lo comprendido en la fracción 8704.32.07."
catalogos_fraccionarancelaria12331,87043207,"Usados, excepto lo comprendido en la fracción 8704.32.01."
catalogos_fraccionarancelaria12332,87043299,Los demás.
catalogos_fraccionarancelaria12333,87049001,"Eléctricos, excepto usados."
catalogos_fraccionarancelaria12334,87049099,Los demás.
catalogos_fraccionarancelaria12335,87051001,Camiones-grúa.
catalogos_fraccionarancelaria12336,87052001,Con equipos hidráulicos de perforación destinados a programas de abastecimiento de agua potable en el medio rural.
catalogos_fraccionarancelaria12337,87052099,Los demás.
catalogos_fraccionarancelaria12338,87053001,Camiones de bomberos.
catalogos_fraccionarancelaria12339,87054001,"Camiones hormigonera, excepto lo comprendido en la fracción 8705.40.02."
catalogos_fraccionarancelaria12340,87054002,Usados.
catalogos_fraccionarancelaria12341,87059001,Con equipos especiales para el aseo de calles.
catalogos_fraccionarancelaria12342,87059002,Para aplicación de fertilizantes fluidos.
catalogos_fraccionarancelaria12343,87059099,Los demás.
catalogos_fraccionarancelaria12344,87060001,"Chasis con motor de explosión, de dos cilindros de 700 cm3, de cuatro tiempos y con potencia inferior a 20 C.P. (15 kW)."
catalogos_fraccionarancelaria12345,87060002,Chasis para vehículos de la partida 87.03 o de las subpartidas 8704.21 y 8704.31.
catalogos_fraccionarancelaria12346,87060099,Los demás.
catalogos_fraccionarancelaria12347,87071001,Para ser utilizadas como modelos para la fabricación de herramientas para el ensamble de carrocerías de vehículos automóviles.
catalogos_fraccionarancelaria12348,87071099,Los demás.
catalogos_fraccionarancelaria12349,87079001,Para ser utilizadas como modelos para la fabricación de herramientas para el ensamble de carrocerías de vehículos automóviles.
catalogos_fraccionarancelaria12350,87079002,"Para transporte de más de 16 personas, para ser montadas sobre chasis de largueros completos, para vehículos de dos ejes."
catalogos_fraccionarancelaria12351,87079099,Las demás.
catalogos_fraccionarancelaria12352,87081001,Defensas para trolebuses.
catalogos_fraccionarancelaria12353,87081002,Defensas reconocibles como concebidas exclusivamente para tractores agrícolas.
catalogos_fraccionarancelaria12354,87081003,"Defensas completas, reconocibles como concebidas exclusivamente para vehículos automóviles de hasta diez plazas."
catalogos_fraccionarancelaria12355,87081099,Los demás.
catalogos_fraccionarancelaria12356,87082101,Cinturones de seguridad.
catalogos_fraccionarancelaria12357,87082901,Guardafangos.
catalogos_fraccionarancelaria12358,87082902,Capots (cofres).
catalogos_fraccionarancelaria12359,87082903,Estribos.
catalogos_fraccionarancelaria12360,87082904,"Viseras, forros de tablero, paneles de puerta, coderas, cabeceras, sombrereras, incluso acojinadas."
catalogos_fraccionarancelaria12361,87082905,Para trolebuses.
catalogos_fraccionarancelaria12362,87082906,Para tractores de ruedas.
catalogos_fraccionarancelaria12363,87082907,Parrillas de adorno y protección para radiador.
catalogos_fraccionarancelaria12364,87082908,Biseles.
catalogos_fraccionarancelaria12365,87082909,Tapas de cajuelas portaequipajes.
catalogos_fraccionarancelaria12366,87082910,Marcos para cristales.
catalogos_fraccionarancelaria12367,87082911,"Aletas, excepto de vidrio, aun cuando se presenten con marco."
catalogos_fraccionarancelaria12368,87082912,Soportes o armazones para acojinados.
catalogos_fraccionarancelaria12369,87082913,Reconocibles como concebidos exclusivamente para capots (cofres).
catalogos_fraccionarancelaria12370,87082914,Cajas de volteo.
catalogos_fraccionarancelaria12371,87082915,Cajas “Pick-up”.
catalogos_fraccionarancelaria12372,87082916,"Toldos exteriores acojinados, techos corredizos centrales o laterales y sus partes; de accionamiento manual o electrónico."
catalogos_fraccionarancelaria12373,87082917,Juntas preformadas para carrocería.
catalogos_fraccionarancelaria12374,87082918,Reconocibles como concebidos exclusivamente para lo comprendido en la fracción 8701.30.01.
catalogos_fraccionarancelaria12375,87082919,Ensambles de puertas.
catalogos_fraccionarancelaria12376,87082920,Partes troqueladas para carrocería.
catalogos_fraccionarancelaria12377,87082921,Módulos de seguridad por bolsa de aire.
catalogos_fraccionarancelaria12378,87082922,"Tableros de instrumentos, incluso con instrumentos de medida o control, para uso exclusivo en vehículos automóviles."
